sentences,label
facebook $fb received a buy rating from wells fargo 5-star analyst peter stabler (wells fargo) https://t.co/jnb4c9vdcu,0.456
$tsla wish had my puts back but see if we can find support around 243.39 and pop up so that i can get back in. https://t.co/hfklq3wobv,-0.485
citrix systems inc $ctxs position increased by mizuhoâ€¦ https://t.co/v7lkq08flp @sharestocknews,0.529
"notable gainers among liquid option names this morning include $stx (+7.0%), $nem (+4.6%), $wdc (+4.2%), $x (+4.1%), and $gme (+3.4%),",0.513
is #facebook's user engagement falling? https://t.co/tqmmt7n16x $fb https://t.co/sedqrwgdkt,-0.39
royal mail chairman donald brydon set to step down,-0.374
stakes high for astrazeneca heart drug facing tough competition,-0.24
update 1-dairy crest loses a third of morrisons milk contract,-0.161
insight hires aviva's david hillier for multi-asset team,0.137
primark racks up a happy christmas after strong sales,0.704
update 1-pearson expects to grow this year after solid end to 2014,0.446
tesco sells blinkbox and broadband service to talktalk,0.136
unilever profit rises despite sales slump in china,0.213
tesco leads leap in ftse 100; marks & spencer drops,0.389
royal dutch shell profit rises; dividend up 4%,0.65
morning agenda: shire's deal for nps,0.195
carnival corporation and china merchants group sign memo of understanding ...,0.119
teva: fda approves generic version of astrazeneca heartburn drug,0.242
passengers rise at easyjet and aer lingus,0.329
tesco abandons video-streaming ambitions in blinkbox sale,-0.195
"fda approves nps drug, in move validating shire takeover deal",0.332
ocwen reaches settlement with california regulator,0.171
morrisons faces festive sales test,-0.113
tesco share price dips as blinkbox books closes ending supermarket's digital ...,-0.357
shire to buy nps for $5.2 billion to boost rare disease drugs,0.235
astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals,0.295
fda approves shire's vyvanse for binge-eating disorder,0.291
companies thetrainline.com announces arrival of london ipo,0.245
breakingviews: iag can pay more for aer lingus,0.12
tesco share price jumps as q3 sales top estimates,0.719
crh's concrete bid for holcim lafarge assets,0.282
persimmon share price climbs on 23% rise in full-year revenue,0.975
ruling sets lower limit on potential fine for bp,-0.261
reed elsevier share price slides on underwhelming full-year results,-0.526
update 1-meggitt reiterates annual outlook after tough 2014,0.021
slump in weir leads ftse down from record high,-0.827
bunzl lifts dividend again as acquisitions continue to boost profits,0.401
refile-update 4-britain's lloyds to pay first dividend since rescue,0.522
glaxosmithkline set to complete $20 billion novartis asset swap next week,0.189
meggitt share price tumbles as profit falls in 'challenging year',-0.854
analyst views: astrazeneca shares have seen recent volatility; what will 2015 ...,-0.12
arm royalties accelerate as smartphone market regains strength,0.571
conagra names former hillshire farms ceo connolly to top post,0.101
bg group appoints new ceo one month early,0.069
"glencore cuts 2015 budget, plans to divest from lonmin",-0.314
u.s. debt lures schroders as ecb depresses rates,0.048
tullow oil suspends dividend amid oil price fall,-0.498
"oil majors like royal dutch shell, chevron, bp fail to find reserves to counter ...",-0.402
standard chartered lags on capital worries,-0.358
standard life share price: insurer buys advice firm pearson jones,0.364
tesco closes in on new chairman with dixons carphone's john allan in the frame,0.129
millercoors delivers 2.9% underlying net income growth for 2014,0.495
rbs will reportedly appoint howard davies as its next chairman,0.089
hsbc hit by fresh details of tax evasion claims,-0.594
relief for lewis as tesco sees sales grow for first time in a year,0.42
morrisons finance chief to fill gap as ceo leaves early,-0.114
"update: persimmon profit up strongly, outlook positive",0.937
trlpc - crh backs lafarge holcim asset buy with 6.5 bln euro bridge loan,0.365
tesco shareholders back itv head for chairman,0.139
"buffett's berkshire builds deere stake, dumps exxon",0.316
aviva fined $27 million by u.k. regulator over fee failings,-0.675
astrazeneca's patent on asthma drug invalidated by us court,-0.656
rolls-royce to ensure compliance after petrobras bribery report,-0.075
whitbread share price climbs on q4 sales growth,0.513
warren buffett defends berkshire hathaway's conglomerate structure,0.144
g4s sees profits rise but uk contract problems remain,0.252
friends life lifts profits 38% and hikes divi ahead of proposed aviva takeover,0.387
auto trader share price surges as company floats on lse,0.655
new credit suisse boss faces stiff challenge in asia,-0.181
"update: easyjet passenger numbers, aer lingus traffic up in february",0.284
is it worth investing in tesco plc and prudential plc now?,0.161
uk winners & losers: aviva and friends life lead ftse 100 gainers,0.516
sainsbury's says to outperform rivals in tough market,0.536
companieskingfisher bid for mr bricolage runs into trouble,-0.253
update 3-auto trader shares leap in uk's biggest private equity-backed listing,0.641
"london open: taylor wimpey and ashtead drive markets higher, barclays falls",0.514
gsk and novartis complete deals to reshape both drugmakers,0.264
"aviva, friends life top forecasts ahead of 5.6 billion pound merger",0.39
citigroup to sell onemain to springleaf for $4.25 billion,0.283
"u.k. stocks resume gains to rally to record; crh, tullow climb",0.544
british american tobacco drops and sues pwc over pollution scandal,-0.437
uk's ftse has worst day so far in 2015 as bg and prudential fall,-0.651
"kraft, cadbury's and britvic in total recall: how pulling a product affects profit",-0.158
how kraft-heinz merger came together in speedy 10 weeks,0.214
astrazeneca teams with daiichi sankyo to sell movantik in us,0.364
rbi surprises street; sensex pares gains after hitting mount 30k,-0.216
credit suisse poaches prudential's thiam for asian push,0.125
kingfisher takeover of mr bricolage could hit a brick wall,-0.311
"u.k. stocks little changed near record as barclays, shell fall",-0.508
insurers: admiral blows hot and cold but aviva soars pre-friends life merger,0.053
astrazeneca and daiichi sankyo to jointly commercialise movantik in the us,0.361
legal & general arm buys 50 pct stake in mediacityuk in manchester,0.379
randgold profit hit by poor gold price but dividend still increases,-0.052
"companiestravis perkins lifts dividend, earnings rise 15%",0.494
market report: aviva tops the market as traders approve of its choice of friends,0.443
insurer old mutual picks standard bank's hemphill as new ceo,0.025
"fda panel backs safety updates for astrazeneca, takeda drugs",0.143
companiesdiageo stays neutral on india boardroom turmoil,0
germanwings disaster will not affect image of budget air travel - easyjet,-0.046
shell's $70 billion bg deal meets shareholder skepticism,-0.345
shell offers 50 percent premium to buy bg for $70 billion,0.193
wpp boosts sales despite cautious clients,0.251
shell to buy bg group in $69.7 billion takeover,0.25
london morning briefing: hsbc and standard chartered shares rise,0.556
update 1-bp shareholders back more disclosure on climate change risks,0.037
shell challenges exxon dominance with 47 billion-pound bid for bg,-0.196
royal dutch shell to buy bg group for nearly $70 billion,0.259
city spirits sink after diageo comes up short with sales slide,-0.521
diageo receives reports from united spirits on financial irregularities involving ...,-0.255
rolls-royce wins $9.2 billion order from emirates airline,0.777
tesco sales rise shows tentative recovery continues,0.256
diageo sales disappoint as currency and comparatives leave bitter taste,-0.545
astrazeneca profit down as sales of stalwarts fade,-0.405
"whitbread profit up as sales continue to rise, looking for new ceo",0.385
glencore blames rivals for creating metals glut,-0.331
doubts grow over glaxosmithkline's $6 bln capital return plan,-0.221
easyjet leads britain's ftse lower as global bond rout resumes,-0.495
imperial tobacco adds quarterly dividends after profit rose,0.336
bg group still happy with shell's $70 billion offer,0.235
sabmiller buys meantime to quench thirst for craft beer,0.296
aviva shuts friends life head office in rapid integration move,-0.09
retailers kingfisher and sports direct rise in britain's share index,0.459
"glaxosmithkline targets growth across units, scraps viiv ipo",0.229
tesco share price closes higher as two more directors leave grocer,0.354
tesco leads ftse higher on clubcard bid reports,0.453
eli lilly & co. (lly) has broken out to a new high on astrazeneca collaboration,0.516
"rpt-old mutual q1 gross sales beat forecasts, up 18 pct",0.724
"update 3-bp settles oil spill-related claims with halliburton, transocean",-0.121
glaxosmithkline share price slips as fda okays asthma therapy only for adults,-0.408
glencore chief blames rivals' overproduction for share price fall,-0.301
"philip morris, bat sue over law taking branding off packs",-0.152
hargreaves lansdown share price falls as costs mount - although pensions ...,-0.514
"press: serco set to appoint roy gardner, ex-centrica, as chairman - ft",0.195
update 1-cypress semiconductor offers to buy integrated silicon solution,0.461
"update 1-nomura, rbs must pay $806 mln in mortgage bond case-us judge",-0.69
millercoors board names gavin hattersley interim ceo,0
"britain's ftse gains, land securities up after dividend hike",0.549
"britain's ftse bounces back, mondi and barratt lead",0.558
old mutual first-quarter sales up 18% buoyed by emerging markets,0.689
do it for me' trend underpins uk sales growth at kingfisher,0.304
"aldi and lidl expansion plans speed ahead as tesco, sainsbury's, morrisons ...",0.372
"centrica extends gas deals with gazprom, statoil",0.199
"aberdeen am posts h1 outflows, says conditions to remain challenging",-0.364
severn trent share price jumps as canadian investor renews pursuit of utility,0.433
new morrisons duo get former boss's support to diffuse investor tension,0.143
s&p downgrades barclays and rbs on government bailout fears,-0.53
irish housebuilder cairn homes plans london listing,0.189
arm slammed by handset sales outlook,-0.41
companieslse adds ex-sec head schapiro to board,0.076
sales boost for new morrisons chief david potts as tesco turnaround stalls,-0.41
ftse 100 flat; standard chartered leads risers,0.589
companieshoward davies appointment as rbs director delayed,-0.025
keith skeoch to step up as david nish quits as chief executive of standard life,-0.09
dixons carphone profit boost on strong sales,0.478
"ftse rallies off three-month low, boosted by stanchart, sainsbury",0.334
"royal mail, johnson matthey lead ftse lower",-0.438
sainsbury sales slip again as price pressures take a toll,-0.303
sophos aims to raise $100m in london ipo,0.214
update 3-stifel to buy former lehman brokerage from barclays,0.164
borealis infrastructure putting together new severn trent bid,0.214
"ftse falls to 3-month low on greek debt concerns, easyjet skids",-0.414
johnson matthey share price slumps as company posts full-year results,-0.626
update: barclays expects gain after settling with lehman bros trustee,0.199
petrofac books further Ã¢Â£30m cost for shetland gas terminal delays,-0.343
petrofac share price rises despite Ã¢Â£30m costs on north sea project,0.09
whitbread boss andy harrison defends sales fall as 'just a blip',-0.1
barclays share price subdued as bank faces fresh forex probe,-0.373
companiesactelion shares hit record on shire takeover talk,0.721
lse gets hong kong regulatory nod to hk firms to become lse members,0.247
diageo shares surge on report of possible takeover by lemann,0.415
rbs chairman admits surprise at size of regulatory penalties,-0.333
rsa insurance hires towergate's egan as chief financial officer,0.002
johnson matthey raises prospect of investor payout,0.281
intercontinental hotels denies reports of starwood merger talks,-0.078
refile-hikma and barclays help britain's ftse to climb higher,0.452
fda approves astrazeneca's iressa as lung cancer treatment,0.42
astrazeneca suffers setback after drug fails to treat eye cancer,-0.392
british american tobacco first-half sales hurt by currency moves,-0.346
zurich insurance considering offer for uk rival rsa insurance,0.25
japan's nikkei lands financial times in $1.3 billion deal,0.262
"ingenious, hsbc, ubs and coutts sued by 'tax avoidance' clients",-0.248
update 1-astrazeneca sells rare cancer drug to sanofi for up to $300 mln,0.258
sainsbury sells unit to lloydspharmacy,0.234
bae systems's sales boosted by european typhoon and currencies,0.39
"royal mail 'breached competition law' over delivery service changes, ofcom claims",-0.315
"britain's ftse steadies, supported by dixons carphone",0.329
glaxo's viiv healthcare signs china manufacturing deal with desano,0.284
astrazeneca sells caprelsa rights to sanofi unit,0.233
update 5-barclays chairman mcfarlane axes ceo to speed up strategic change,-0.229
miners meltdown as bhp to rio tinto sink in commodities rout,-0.665
"ftse led lower by m&s, glaxosmithkline",-0.448
gkn to buy fokker technologies for 706 mln euros,0.276
diageo sells ryder cup venue gleneagles hotel to ennismore group,0.198
"update: cib, legal & general sell egyptian life joint venture to axa",0.148
chime communications set to be acquired by wpp and providence,0.202
"companiesnew aggreko ceo to reshape business, strip costs",0.177
astrazeneca to pay inovio up to $700 million for cancer drug,0.33
rio tinto ceo says iron ore market at equilibrium,0
us sanctions put gazprom-shell alliance plans in jeopardy,-0.314
standard chartered not raising capital yet as dividend cut,-0.158
"update 1-bhp billiton's credit ratings fragile in fy16, agencies warn",-0.338
crh adds cr laurence to acquisitions tally for $1.3bn,0.231
novartis buys remaining rights to gsk treatment in deal up to $1 billion,0.217
"astrazeneca bags another cancer drug deal, this time with inovio",0.316
refile-aviva investors to move 34 bln euros in assets from axa fund arm,-0.398
"l&g still paying price for dividend cut during crisis, chief says",-0.338
buffett's company reports 37 percent drop in 2q earnings,-0.566
travis perkins hikes dividend 20% as profit and revenue rise,0.769
"tesco, asda sales fall as march of the discounters continues: kantar",-0.398
shire proposes $30 bln all-share tie-up with baxalta,0.22
shire ceo steps up drive to get baxalta board talking,0.124
"tesco, asda sales fall as march of the discounters continues-kantar",-0.356
verizon and at&t accused of hurting rivals,-0.446
"ftse 100 falls as china devaluation hits burberry, mining stocks",-0.479
"nine banks including barclays, citi, agree to pay $2 billion to settle forex ...",-0.647
companiescar insurer hastings group driving Ã¢Â£180m ipo,0.302
glencore slumps 25 pct as debt fears grow,-0.718
horizonte acquires neighbouring glencore nickel property in brazil,0.182
update 1-engineering firm smiths group confirms ceo appointment,0.078
industry newsmorrisons unveils which stores will close as 900 jobs face the axe,-0.731
glencore slumps 30 percent as debt fears grow,-0.781
aberdeen asset management gains foothold in china,0.357
arm holdings plc partners with international business machines corp. to drive ...,0.273
"ftse 100 drops 2.5 pct on glencore, metals price fears",-0.597
"after barclays and bank of america, citigroup has blockchain in sight",0.198
ab inbev approaches sabmiller to explore $250bn tie-up,0.237
eu regulator backs approval for gsk injectable asthma drug,0.379
glencore fight back over debt fears lifts shares,0.278
"news feedftse 100 movers: ashtead jumps on strong interims; glencore, bp in ...",0.461
brewer ab inbev seeks $275 bln tie-up with sabmiller,0.295
ab inbev looks to win over sabmiller investors,0.276
update 1-eu regulator backs approval for gsk injectable asthma drug,0.418
copper market may get a 2003-style supply shock from glencore closures,-0.571
talktalk hires bae systems to investigate cyber attack,-0.113
renewed ab inbev bid for sabmiller ups stake in beer battle,0.236
companiesab inbev signals it won't go hostile for sabmiller,0.107
astrazeneca diabetes drug combination faces delay after fda rebuff,-0.391
mylan appoints ranjan ray chaudhuri as global commercial lead for mylan's over ...,0
sabmiller revenue hit by weaker em currencies,-0.439
update 5-sabmiller rejects ab inbev's $104 bln takeover approach,0.172
market report: eight-day rally ends for ftse 100 and standard chartered,0.008
ab inbev offers sabmiller $3 billion breakup fee,0.197
gsk joins china trade push as uk trumpets healthcare deals,0.294
ab inbev ups offer for sabmiller as deadline looms,0.257
tesco plc's recovery continues with a Ã¢Â£250m cash infusion,0.337
"metals-zinc surges 12 pct after glencore cuts output, fuelling metals rally",0.162
companiesunilever sales lifted by ice cream in soft economy,0.383
ab inbev's latest bid said unlikely to win sabmiller's approval,0.127
britain's ftse forges ahead as shire surges,0.512
ab inbev attacks sabmiller bid rebuffal,-0.158
anheuser-busch inbev increases offer for rival sabmiller,0.24
why i'd buy arm holdings plc and bhp billiton plc today,0.424
barclays plc & lloyds banking group plc are the 2 banks i'd buy today,0.434
easyjet dismisses lufthansa low-cost plan in contest for germany,-0.227
"exclusive-bp, china's cnpc to unveil oil alliance - sources",0.318
sab's chairman digs in with board divided on inbev offer,0.016
kinder morgan and bp form joint venture limited liability company to purchase ...,0.225
supreme court upholds $236 million jury award against exxonmobil,-0.459
standard chartered's shares plunge 7% after fitch downgrade,-0.812
wpp wins race for 'programmatic buying' agency essence digital,0.238
bhp billiton share price: brazil to sue samarco for Ã¢Â£3.5bn,-0.637
g4s slides on balance sheet worries,-0.593
fda approves astrazeneca drug for advanced lung cancer,0.507
hsbc appoints business leaders to board,0.154
"hsbc shakes up board with two new business chiefs, three departures",-0.074
astrazeneca wins fda approval for key new lung cancer pill,0.549
update 1-lloyds to cut 945 jobs as part of 3-year restructuring plan,-0.266
standard chartered shifts emerging-markets strategy after losses,-0.461
astrazeneca's lung cancer drug tagrisso gets fda approval,0.393
severn trent share price rises as first half profit inches up as customer ...,0.526
glencore sees tripoli-based noc as sole legal seller of libyan oil,0.037
lloyds to cut 945 jobs as part of three-year restructuring strategy,-0.532
astrazeneca to buy zs pharma for $2.7 billion,0.593
"ackman, in email, says supports valeant ceo pearson",0.166
astrazeneca sells us drug rights to perrigo for $380 mln,0.326
"update 1-astrazeneca buys zs pharma for $2.7 billion, pips actelion",0.468
corrected-shire to buy dyax for about $5.9 bln,0.402
barclays poised to replace sir mike rake as he heads for exit,0.077
astrazeneca acquires zs pharma in $2.7 billion deal,0.52
astrazeneca shares climb 3% as drug maker ups profits forecasts,0.64
peroni and grolsch put up for sale as ab inbev plans acquisition of sabmiller,0.551
easyjet expects resilient demand to withstand security fears,0.165
compass group says positive for year ahead,0.634
us dollar wipes out sales gains for sabmiller,-0.582
"update 1-sabmiller 2nd-quarter underlying sales rise, forex impacts margins",0.043
update 2-pricey beers lift sabmiller's quarterly underlying sales,0.429
valeant ceo pledges to heed critics after `painful' experience,-0.381
"are aviva plc, direct line insurance group plc and admiral group plc set to soar?",0.324
stanchart and rbs struggle in bank of england stress tests,-0.738
barclays sells benchmark indices unit to bloomberg,0.281
"sainsbury's, asda, tesco and morrisons will all cut petrol prices as oil falls ...",-0.251
"eu drops shell, bp, statoil from ethanol benchmark investigation",0.276
astrazeneca explores potential deal with acerta for cancer drug,0.372
shell and bg shareholders to vote on deal at end of january,0
astrazeneca chases acerta to secure next cancer drug winner,0.519
companiestesco off to a bad start over xmas Ã¢â‚¬â€œ kantar,-0.604
"dbs, julius baer emerge as potential bidders for barclays asia wealth unit ...",0.31
why astrazeneca plc & dixons carphone plc are red-hot growth stars!,0.766
bbcn bancorp to buy wilshire bancorp in $1 bln deal,0.818
itv share price jumps on report of comcast's nbcuniversal bidding to takeover ...,0.623
glencore studies possible ipo for agricultural trading business,0.408
can christmas save sainsbury's plc and tesco plc?,-0.175
update 1-astrazeneca boosts respiratory unit with $575 mln takeda deal,0.47
bilfinger industrial services win Ã¢Â£100m bp contract extension,0.113
"standard chartered, rbs escape capital raising in stress test",0.335
astrazeneca weighing up acerta bid to secure blood cancer drug,0.284
2 turnaround buys for 2016? bhp billiton plc and home retail group plc,0.492
l&g completes uk's largest medically underwritten bulk pension risk deal,0.25
drugmaker shire to buy baxalta for $32 billion after 6-month pursuit,0.437
kingfisher share price slides on cost to implement new strategy,-0.786
shire says internal synergy goals from baxalta deal higher,0.287
"european shares plunge, roiled by bhp and oil; hopes turn to ecb",-0.736
morrisons and debenhams surprise city with christmas bounce back,0.573
"britain's ftse falls back with ashtead, commodities under pressure",-0.59
tesco shares jump 6% after christmas sales beat expectations,0.814
"ceos of bpm, ubi meet italy econ minister as m&a talk heats up",0.133
companieshome retail trims gains but is considered 'in play',0.135
philippines' san miguel says to partner with kirin if it bids for sabmiller's ...,0.577
investors remain skeptical about shell-bg deal,-0.266
marketsshire up 2.5% and baxalta up 6% on $32bn deal,0.487
shire share price under pressure after $32bn baxalta deal,-0.198
valeant names interim leader as ceo remains hospitalized,0
valeant said to name new ceo with pearson still hospitalized,0.015
shares in bae systems hit 10-month high on rating upgrade,0.905
japan's asahi to submit bid next week for sabmiller's grolsch and peroni - yomiuri,0.236
companiesdixons carphone to close 134 uk stores as sales jump,0.144
"broker tips: rbs, croda, sage",0.381
shell share price: standard life announce position against bg acquisition,-0.134
tesco share price down as grocer faces sfo investigation outcome,-0.542
"britain's ftse outperforms europe, royal mail and tesco rise",0.439
greene king's third quarter sales boosted by festive season,0.363
intercontinental hotels group share price climbs on $1.5bn special dividend,0.631
amazon to attack uk grocery market with morrisons deal,0.333
astrazeneca share price: acerta deal pays off with orphan drug status,0.495
"bhp billiton posts big loss, slashes dividend",-0.938
merged lse and deutsche bÃ£Â¶rse would be led by germany's kengeter,0.136
"should you buy jumbo yielders british american tobacco plc, centrica plc & john wood group plc?",0.1
is trouble brewing at legal & general group plc and aviva plc?,-0.271
bhp billiton drags ftse lower after slashing dividend,-0.604
"bhp billiton slashes dividend, posts $5.67 billion net loss",-0.341
companiesmeggitt profits hit by weak energy and military markets,-0.302
royal mail share price edges lower as group raises stamp price,-0.269
glaxosmithkline starts hunt for successor to ceo witty,0
"rio tinto swings to loss, drops dividend policy",-0.511
france raises concerns over proposed lse-deutsche boerse deal,-0.347
marketsbp promotes upstream boss to deputy ceo,0.066
legal & general share price: finance chief to step down,-0.166
barclays poaches new chief operating officer paul compton from jp morgan chase,-0.092
arm profits and sales up as shift away from mobile gains pace,0.497
barclays appoints jpmorgan's paul compton as new coo,0.036
"fastjet slams easyjet founder stelios for going public, is 'taking legal advice' over letter about contractual ...",-0.238
nyse owner ice considers offer for lse,0.396
news feedftse 100 movers: lse surges as ice says mulling offer; ashtead and barclays tank,0.226
balfour beatty plc set to reinstate dividend (and rival national grid plc and centrica plc once more?),0.413
intertek swings to Ã¢Â£347 mln loss on oil's slump,-0.734
sanofi poaches astrazeneca scientist as new research head,0.066
tesco breaks its downward slide by cutting sales decline in half,0.172
"news feedschroders books solid earnings growth, several board changes",0.5
intertek group announces strategic update outlining its plan,0.046
london stock exchange seals Ã¢Â£22 billion merger with germany's deutsche bÃ£Â¶rse,0.327
nyse owner ice may gatecrash deutsche boerse-lse merger,-0.2
ab inbev to sell sabmiller stake in china's snow beer,-0.045
lse-deutsche boerse merger would signal end to exchange mega-deals,0.105
rbs pays $1.7 billion to scrap u.k. treasury's dividend rights,0.066
industry newswolseley confident in reslilience amid mixed markets,0.287
tesco criticised for 'disgraceful' advert showing domestic worker being slapped,-0.498
ftse edges up as investors cheer kingfisher results,0.678
barclays bonds rise as lender cuts dividends to shore up capital,0.261
britain's ftse gets lift from prudential results,0.582
amazon's grocery deal with morrisons is only the beginning,0.389
ice said to start lining up financing for lse bidding war,0.328
"bp, statoil, to withdraw staff from algeria following rocket attack",-0.242
merkel's government said to support deutsche boerse-lse merger,0.358
aviva weighs cash handout after beating profit forecast,0.377
"wpp, world's largest ad agency, reports strong 2015 growth",0.555
"saudi aramco, shell plan to break up motiva, divide up assets",-0.142
ab inbev to sell more sab assets as seeks eu deal approval,-0.079
tesco's sales pickup isn't enough,-0.23
spain's caixabank expects to close deal for banco bpi,0.375
itv share price: group mulls takeover of canada's entertainment one,0.422
entertainment one dispels itv takeover rumours,0.138
ge to sell majority stake in bank bph's core bank to alior bank,0.213
tata steel working with stanchart for uk unit sale - source,0.218
crown castle buys tower development corp for $461 million,0.366
tesco sells half of stake in ecommerce site lazada to alibaba for Ã¢Â£90m,-0.038
"caixabank, dos santos agree on plan for bpi angola exposure",0.244
"bpi says caixabank, isabel dos santos reach agreement over angola exposure",0.243
spain's caixabank launches new takeover bid for banco bpi,0.185
"despite sales growth, uk's tesco cautions recovery to be bumpy",-0.077
itv to pursue takeover of canada's entertainment one: bloomberg,0.199
shire sees baxalta deal closing as expected after new rules,0.224
"ocbc to buy barclay's wealth management unit in singapore, hong kong",0.257
tesco share price steady as analysts weigh in on results,0.052
lloyds banking group's share price lifts amid reports bank is poised to axe hundreds of uk jobs,0.292
should you follow berkshire hathaway into apple stock?,0
morrisons book second consecutive quarter of sales growth,0.43
royal mail gets mixed bag from ofcom postal regulation report,-0.084
update 3-ex-barclays director accused by us of illegal tips to plumber,-0.34
"eu regulators clear $100 billion-plus ab inbev, sabmiller deal",0.392
retail giant kingfisher reports 'solid' start to the year,0.368
"berkshire discloses unit's ties to iran, opens probe",-0.288
berkshire hathaway names kara raiguel to lead general re unit,0.077
"european stocks hover near 3-week low, dialog and bhp slump",-0.584
hargreaves lansdown bucks weak markets to see assets rise 2.6 percent,0.571
australia clears ab inbev's $100 billion sabmiller buyout plan,0.437
goodwin not to face scottish prosecution over rbs,0.114
royal mail turnaround proving expensive in tough uk market,-0.057
whitbread buys 49% stake in pure food chain,0.365
"irish said chasing standard chartered, rbs as brexit vote nears",0.128
royal mail share price rallies amid positive broker comments,0.59
intercontinental hotels first-quarter global room revenue lags estimates,-0.329
aspen to buy anaesthetics from astrazeneca for $520 million,0.395
london stock exchange Ã¢â‚¬â€œ deutsche boerse merger under threat from brexit,-0.421
sainsbury cfo rogers to replace home retail ceo walden,0
bp joins forces with det norske in norway,0.248
brief-legal & general's retirement business books 4 billion stg h1 sales,0.252
johnson matthey revs up on clean air drive,0.224
"goldman sachs, barclays, hsbc downplay brexit threat",0
asahi could be about to snap up more of sabmiller's beers ahead of ab inbev sale,0.207
lse-deutsche bÃ£Â¶rse dealmakers wrong to ignore brexit risk,-0.473
tesco sales recover as focus returns to core business,0.35
johnson matthey profit falls but dividend rises,0
"are arm holdings plc, domino's pizza group plc and asos plc 3 must-have growth stocks?",0
priceline's stock jumps to new high for the year after barclays upgrade,0.847
"tesco set to sell kipa, giraffe businesses - sky news",-0.192
the coca-cola company and coca-cola femsa to acquire ades soy-based beverage business from unilever,0.259
hsbc says unit to book $585 million charge on settlement,-0.434
"hammerson, jv partner secure ownership of ireland's dundrum - quick facts",0.427
aviva promises higher dividends to boost flagging share price,0.281
companiesfresnillo shares jump 8% as silver price breaks $21,0.874
"should you buy associated british foods plc, great portland estates plc and dunelm group plc following today's news?",0.14
berkshire seeks to boost its wells fargo stake above 10 percent,0.429
tesco share price tumbles after negative broker note,-0.779
london stock exchange shareholders approve merger with deutsche bÃ£Â¶rse,0.406
update 1-berkshire applies to boost wells fargo stake above 10 pct,0.432
berkshire applies to boost wells fargo stake above 10 percent,0.484
"aviva, m&g suspend property funds as investors panic",-0.807
"uk housing market steadies after brexit dip, persimmon says",0.339
brief-aviva aims to increase dividend pay-out ratio to 50 pct in 2017,0.439
builder persimmon hails 6% rise in house sales,0.435
easyjet attracts more passengers in june but still lags ryanair,0.259
